TIMESHEET_ID,EMPLOYEE_ID,JOB_TITLE,WEEK_STARTING,HOURS_WORKED,HOURLY_RATE_GBP,TOTAL_AMOUNT_GBP,PO_NUMBER,PO_APPROVED_HOURS,PO_BUDGET_GBP,MATCH_STATUS,VARIANCE_HOURS,DEPARTMENT,COST_CENTRE,SOURCE_SYSTEM,TARGET_SYSTEM,PERIOD
TS-00419,EMP-0050,Coordinator,2024-10-14,28.7,27.4,786.38,PO-01089,26.0,712.4,UNMATCHED,2.7,Procurement,CC004,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00420,EMP-0025,Manager,2024-04-01,35.4,108.25,3832.05,PO-01046,43.8,4741.35,MATCHED,0.0,Procurement,CC001,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00421,EMP-0022,Analyst,2024-03-25,31.1,74.97,2331.57,PO-01095,21.2,1589.36,MATCHED,0.0,HR,CC005,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00422,EMP-0026,Analyst,2024-01-01,35.2,28.19,992.29,PO-01179,30.7,865.43,UNMATCHED,4.5,Procurement,CC003,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00423,EMP-0031,Engineer,2024-04-29,35.6,117.26,4174.46,PO-01162,42.1,4936.65,OVER_CLAIMED,-6.5,IT,CC004,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00424,EMP-0003,Manager,2024-03-18,31.8,108.12,3438.22,PO-01008,36.8,3978.82,MATCHED,0.0,Sales,CC006,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00425,EMP-0027,Analyst,2024-03-04,37.6,41.81,1572.06,PO-01015,44.6,1864.73,MATCHED,0.0,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00426,EMP-0042,Engineer,2024-11-11,21.6,34.26,740.02,PO-01189,22.5,770.85,MATCHED,0.0,Finance,CC003,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00427,EMP-0047,Manager,2024-10-28,41.2,55.07,2268.88,PO-01133,45.4,2500.18,PARTIAL,-4.2,Finance,CC006,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00428,EMP-0049,Engineer,2024-06-24,30.4,88.43,2688.27,PO-01038,21.6,1910.09,MATCHED,0.0,Procurement,CC003,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00429,EMP-0033,Developer,2024-02-05,24.3,29.23,710.29,PO-01045,26.5,774.6,OVER_CLAIMED,-2.2,Procurement,CC006,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00430,EMP-0037,Coordinator,2024-01-01,27.8,78.25,2175.35,PO-01023,20.2,1580.65,UNMATCHED,7.6,Sales,CC004,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00431,EMP-0021,Engineer,2024-02-05,22.9,33.6,769.44,PO-01161,27.5,924.0,MATCHED,0.0,Finance,CC002,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00432,EMP-0016,Manager,2024-12-16,20.3,85.6,1737.68,PO-01175,19.5,1669.2,OVER_CLAIMED,0.8,Procurement,CC002,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00433,EMP-0019,Consultant,2024-11-25,38.9,37.61,1463.03,PO-01072,30.0,1128.3,OVER_CLAIMED,8.9,Operations,CC005,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00434,EMP-0012,Manager,2024-05-20,30.3,104.35,3161.8,PO-01067,25.8,2692.23,MATCHED,0.0,Procurement,CC004,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00435,EMP-0034,Developer,2024-04-22,22.3,58.74,1309.9,PO-01162,19.6,1151.3,OVER_CLAIMED,2.7,Procurement,CC002,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00436,EMP-0014,Coordinator,2024-01-15,43.7,80.6,3522.22,PO-01112,36.8,2966.08,PARTIAL,6.9,HR,CC006,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00437,EMP-0036,Coordinator,2024-12-23,37.1,52.43,1945.15,PO-01069,33.9,1777.38,PARTIAL,3.2,Finance,CC005,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00438,EMP-0034,Coordinator,2024-12-09,25.3,45.73,1156.97,PO-01162,20.5,937.46,MATCHED,0.0,Operations,CC004,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00439,EMP-0038,Analyst,2024-02-26,31.7,55.68,1765.06,PO-01083,33.0,1837.44,OVER_CLAIMED,-1.3,Procurement,CC001,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00440,EMP-0022,Manager,2024-10-07,29.0,110.6,3207.4,PO-01166,22.2,2455.32,UNMATCHED,6.8,Finance,CC002,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00441,EMP-0029,Engineer,2024-06-03,27.7,69.35,1920.99,PO-01117,21.4,1484.09,MATCHED,0.0,Sales,CC005,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00442,EMP-0047,Manager,2024-11-04,30.9,62.94,1944.85,PO-01154,37.6,2366.54,MATCHED,0.0,HR,CC004,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00443,EMP-0049,Engineer,2024-10-28,30.0,28.81,864.3,PO-01028,38.6,1112.07,MATCHED,0.0,IT,CC004,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00444,EMP-0033,Consultant,2024-12-09,26.7,79.86,2132.26,PO-01077,28.6,2284.0,MATCHED,0.0,Sales,CC006,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00445,EMP-0043,Manager,2024-08-19,25.0,117.38,2934.5,PO-01014,30.0,3521.4,MATCHED,0.0,Finance,CC003,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00446,EMP-0030,Analyst,2024-12-16,39.1,101.14,3954.57,PO-01169,38.3,3873.66,MATCHED,0.0,Operations,CC002,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00447,EMP-0028,Analyst,2024-03-18,27.5,32.64,897.6,PO-01186,22.2,724.61,MATCHED,0.0,Operations,CC002,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00448,EMP-0023,Analyst,2024-10-28,33.9,98.68,3345.25,PO-01121,24.0,2368.32,MATCHED,0.0,Sales,CC006,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00449,EMP-0046,Consultant,2024-06-24,37.5,111.72,4189.5,PO-01196,40.9,4569.35,UNMATCHED,-3.4,Finance,CC004,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00450,EMP-0019,Coordinator,2024-02-26,28.0,113.85,3187.8,PO-01187,26.0,2960.1,MATCHED,0.0,IT,CC005,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00451,EMP-0002,Consultant,2024-06-24,33.4,57.95,1935.53,PO-01156,36.8,2132.56,PARTIAL,-3.4,Operations,CC002,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00452,EMP-0049,Developer,2024-06-10,29.1,72.64,2113.82,PO-01020,19.1,1387.42,PARTIAL,10.0,Procurement,CC002,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00453,EMP-0022,Developer,2024-02-26,32.5,29.2,949.0,PO-01168,28.5,832.2,MATCHED,0.0,Operations,CC004,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00454,EMP-0017,Developer,2024-03-04,27.1,61.75,1673.43,PO-01046,33.5,2068.62,MATCHED,0.0,Operations,CC004,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00455,EMP-0044,Coordinator,2024-10-28,32.9,35.11,1155.12,PO-01026,39.0,1369.29,MATCHED,0.0,Procurement,CC004,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00456,EMP-0025,Coordinator,2024-12-23,40.2,40.28,1619.26,PO-01117,32.8,1321.18,PARTIAL,7.4,Finance,CC004,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00457,EMP-0028,Manager,2024-10-14,44.0,63.16,2779.04,PO-01190,49.4,3120.1,MATCHED,0.0,Procurement,CC001,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00458,EMP-0046,Manager,2024-09-23,40.2,111.28,4473.46,PO-01137,40.2,4473.46,UNMATCHED,0.0,HR,CC001,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00459,EMP-0006,Consultant,2024-12-16,24.5,65.29,1599.61,PO-01002,29.7,1939.11,OVER_CLAIMED,-5.2,HR,CC006,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00460,EMP-0028,Analyst,2024-09-16,26.4,73.92,1951.49,PO-01119,28.7,2121.5,UNMATCHED,-2.3,HR,CC001,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00461,EMP-0044,Manager,2024-02-19,41.7,68.72,2865.62,PO-01065,32.7,2247.14,PARTIAL,9.0,IT,CC003,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00462,EMP-0019,Manager,2024-10-28,27.4,102.82,2817.27,PO-01107,28.3,2909.81,MATCHED,0.0,Finance,CC004,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00463,EMP-0003,Engineer,2024-05-20,27.4,28.38,777.61,PO-01190,19.6,556.25,OVER_CLAIMED,7.8,IT,CC002,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00464,EMP-0032,Developer,2024-03-18,22.1,33.98,750.96,PO-01071,26.6,903.87,OVER_CLAIMED,-4.5,HR,CC004,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00465,EMP-0034,Engineer,2024-11-04,35.4,112.28,3974.71,PO-01118,43.5,4884.18,OVER_CLAIMED,-8.1,Finance,CC001,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00466,EMP-0007,Developer,2024-05-20,29.3,38.94,1140.94,PO-01132,38.8,1510.87,OVER_CLAIMED,-9.5,Procurement,CC001,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00467,EMP-0012,Coordinator,2024-05-27,43.2,96.18,4154.98,PO-01066,41.7,4010.71,MATCHED,0.0,Procurement,CC006,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00468,EMP-0013,Engineer,2024-11-25,42.1,104.5,4399.45,PO-01067,40.8,4263.6,MATCHED,0.0,HR,CC005,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00469,EMP-0024,Engineer,2024-08-12,33.5,100.4,3363.4,PO-01122,37.4,3754.96,MATCHED,0.0,Operations,CC004,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00470,EMP-0003,Engineer,2024-04-29,38.7,98.94,3828.98,PO-01103,34.2,3383.75,OVER_CLAIMED,4.5,Operations,CC006,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00471,EMP-0043,Consultant,2024-05-06,26.8,63.68,1706.62,PO-01071,17.2,1095.3,UNMATCHED,9.6,HR,CC004,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00472,EMP-0002,Coordinator,2024-09-23,39.8,85.31,3395.34,PO-01084,31.7,2704.33,MATCHED,0.0,Operations,CC001,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00473,EMP-0027,Coordinator,2024-09-30,27.2,92.64,2519.81,PO-01153,33.7,3121.97,PARTIAL,-6.5,HR,CC005,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00474,EMP-0023,Developer,2024-06-17,31.9,77.98,2487.56,PO-01039,28.8,2245.82,MATCHED,0.0,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00475,EMP-0026,Analyst,2024-08-05,25.3,91.28,2309.38,PO-01170,28.8,2628.86,MATCHED,0.0,Sales,CC001,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00476,EMP-0034,Manager,2024-10-07,32.2,118.57,3817.95,PO-01078,23.9,2833.82,OVER_CLAIMED,8.3,HR,CC003,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00477,EMP-0040,Manager,2024-07-15,36.9,27.81,1026.19,PO-01145,39.4,1095.71,MATCHED,0.0,IT,CC004,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00478,EMP-0016,Developer,2024-12-02,20.6,117.47,2419.88,PO-01138,21.7,2549.1,UNMATCHED,-1.1,Operations,CC004,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00479,EMP-0008,Engineer,2024-09-23,43.7,36.73,1605.1,PO-01075,41.6,1527.97,MATCHED,0.0,Operations,CC002,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00480,EMP-0023,Consultant,2024-12-09,39.4,94.77,3733.94,PO-01108,37.4,3544.4,UNMATCHED,2.0,Sales,CC003,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00481,EMP-0041,Coordinator,2024-05-20,39.3,84.88,3335.78,PO-01082,42.6,3615.89,OVER_CLAIMED,-3.3,Sales,CC005,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00482,EMP-0019,Developer,2024-08-26,29.8,106.61,3176.98,PO-01041,29.7,3166.32,UNMATCHED,0.1,Operations,CC004,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00483,EMP-0012,Coordinator,2024-05-06,20.1,103.84,2087.18,PO-01026,25.4,2637.54,OVER_CLAIMED,-5.3,IT,CC005,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00484,EMP-0040,Consultant,2024-10-14,30.5,64.74,1974.57,PO-01036,24.3,1573.18,MATCHED,0.0,Sales,CC005,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00485,EMP-0021,Engineer,2024-08-12,45.0,81.96,3688.2,PO-01064,49.6,4065.22,MATCHED,0.0,Operations,CC005,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00486,EMP-0039,Coordinator,2024-10-07,31.8,33.64,1069.75,PO-01100,29.2,982.29,OVER_CLAIMED,2.6,Sales,CC005,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00487,EMP-0012,Developer,2024-03-25,41.3,40.33,1665.63,PO-01183,38.7,1560.77,MATCHED,0.0,Operations,CC003,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00488,EMP-0030,Consultant,2024-02-26,27.3,109.97,3002.18,PO-01176,21.4,2353.36,UNMATCHED,5.9,Sales,CC004,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00489,EMP-0039,Manager,2024-04-15,39.9,117.42,4685.06,PO-01041,39.9,4685.06,MATCHED,0.0,Operations,CC004,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00490,EMP-0027,Engineer,2024-11-18,44.1,25.65,1131.16,PO-01121,34.7,890.06,OVER_CLAIMED,9.4,IT,CC001,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00491,EMP-0046,Engineer,2024-12-16,30.4,49.7,1510.88,PO-01166,34.7,1724.59,MATCHED,0.0,Sales,CC006,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00492,EMP-0047,Analyst,2024-01-08,31.0,103.64,3212.84,PO-01094,22.2,2300.81,UNMATCHED,8.8,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00493,EMP-0010,Manager,2024-08-12,35.7,66.8,2384.76,PO-01195,41.4,2765.52,MATCHED,0.0,Sales,CC001,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00494,EMP-0031,Consultant,2024-11-18,24.2,64.22,1554.12,PO-01068,21.0,1348.62,MATCHED,0.0,Finance,CC003,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00495,EMP-0049,Manager,2024-10-14,37.3,68.53,2556.17,PO-01088,41.5,2843.99,MATCHED,0.0,HR,CC006,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00496,EMP-0039,Analyst,2024-07-15,28.3,67.79,1918.46,PO-01195,23.5,1593.07,MATCHED,0.0,Operations,CC002,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00497,EMP-0046,Manager,2024-08-19,27.2,46.0,1251.2,PO-01079,24.6,1131.6,MATCHED,0.0,Procurement,CC002,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00498,EMP-0010,Coordinator,2024-09-09,35.8,70.15,2511.37,PO-01178,34.6,2427.19,MATCHED,0.0,Operations,CC002,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00499,EMP-0014,Engineer,2024-09-23,27.3,61.5,1678.95,PO-01078,30.0,1845.0,MATCHED,0.0,Operations,CC005,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00500,EMP-0026,Developer,2024-01-01,26.5,93.51,2478.02,PO-01159,31.4,2936.21,PARTIAL,-4.9,Operations,CC003,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00501,EMP-0025,Developer,2024-10-14,23.9,106.0,2533.4,PO-01166,20.2,2141.2,MATCHED,0.0,Operations,CC005,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00502,EMP-0022,Consultant,2024-07-29,24.4,110.23,2689.61,PO-01080,14.7,1620.38,MATCHED,0.0,Operations,CC002,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00503,EMP-0013,Manager,2024-03-04,27.0,98.91,2670.57,PO-01128,32.8,3244.25,OVER_CLAIMED,-5.8,IT,CC005,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00504,EMP-0015,Coordinator,2024-10-07,42.7,104.8,4474.96,PO-01052,49.6,5198.08,PARTIAL,-6.9,HR,CC006,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00505,EMP-0018,Engineer,2024-01-15,30.0,34.39,1031.7,PO-01137,26.6,914.77,MATCHED,0.0,Procurement,CC005,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00506,EMP-0016,Manager,2024-02-05,44.3,30.32,1343.18,PO-01190,45.6,1382.59,MATCHED,0.0,Operations,CC006,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00507,EMP-0003,Engineer,2024-10-14,41.4,46.69,1932.97,PO-01069,45.7,2133.73,MATCHED,0.0,Sales,CC003,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00508,EMP-0034,Manager,2024-02-05,38.6,94.67,3654.26,PO-01016,46.9,4440.02,MATCHED,0.0,Operations,CC002,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00509,EMP-0004,Manager,2024-04-15,34.6,80.22,2775.61,PO-01163,33.9,2719.46,PARTIAL,0.7,Finance,CC002,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00510,EMP-0038,Consultant,2024-07-29,22.9,32.92,753.87,PO-01154,16.8,553.06,PARTIAL,6.1,IT,CC003,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00511,EMP-0029,Coordinator,2024-09-09,20.2,65.83,1329.77,PO-01050,28.3,1862.99,OVER_CLAIMED,-8.1,Sales,CC006,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00512,EMP-0039,Manager,2024-09-30,38.9,119.26,4639.21,PO-01127,33.9,4042.91,UNMATCHED,5.0,Procurement,CC002,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00513,EMP-0017,Engineer,2024-05-27,32.7,73.85,2414.89,PO-01064,41.7,3079.55,MATCHED,0.0,HR,CC003,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00514,EMP-0032,Analyst,2024-10-28,34.0,54.34,1847.56,PO-01082,32.8,1782.35,MATCHED,0.0,Sales,CC004,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00515,EMP-0007,Developer,2024-08-05,24.1,31.23,752.64,PO-01088,22.7,708.92,MATCHED,0.0,Procurement,CC006,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00516,EMP-0014,Manager,2024-08-26,40.6,43.39,1761.63,PO-01129,32.8,1423.19,MATCHED,0.0,HR,CC003,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00517,EMP-0014,Engineer,2024-12-09,33.3,34.78,1158.17,PO-01173,29.3,1019.05,PARTIAL,4.0,Operations,CC003,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00518,EMP-0040,Coordinator,2024-03-11,24.8,62.64,1553.47,PO-01041,18.2,1140.05,MATCHED,0.0,HR,CC005,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00519,EMP-0015,Manager,2024-07-29,36.3,99.93,3627.46,PO-01121,41.9,4187.07,MATCHED,0.0,HR,CC003,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00520,EMP-0029,Manager,2024-03-04,27.7,94.04,2604.91,PO-01109,34.3,3225.57,MATCHED,0.0,Sales,CC004,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00521,EMP-0023,Coordinator,2024-12-02,30.4,97.41,2961.26,PO-01036,28.5,2776.18,UNMATCHED,1.9,IT,CC003,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00522,EMP-0019,Manager,2024-01-08,40.5,44.21,1790.51,PO-01007,43.7,1931.98,MATCHED,0.0,HR,CC004,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00523,EMP-0040,Engineer,2024-12-16,29.6,78.02,2309.39,PO-01113,34.4,2683.89,MATCHED,0.0,HR,CC001,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00524,EMP-0038,Developer,2024-01-29,26.1,55.92,1459.51,PO-01012,25.7,1437.14,OVER_CLAIMED,0.4,Procurement,CC004,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00525,EMP-0038,Developer,2024-11-04,44.0,92.12,4053.28,PO-01016,39.0,3592.68,PARTIAL,5.0,Finance,CC001,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00526,EMP-0008,Developer,2024-10-07,28.6,76.1,2176.46,PO-01035,27.4,2085.14,MATCHED,0.0,Procurement,CC001,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00527,EMP-0038,Manager,2024-05-20,44.4,94.58,4199.35,PO-01147,50.9,4814.12,MATCHED,0.0,Operations,CC005,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00528,EMP-0017,Engineer,2024-02-05,31.0,56.15,1740.65,PO-01136,31.9,1791.18,OVER_CLAIMED,-0.9,HR,CC006,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00529,EMP-0046,Coordinator,2024-01-08,23.5,98.14,2306.29,PO-01081,30.9,3032.53,OVER_CLAIMED,-7.4,HR,CC004,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00530,EMP-0024,Manager,2024-11-25,42.1,42.49,1788.83,PO-01051,41.5,1763.34,UNMATCHED,0.6,Procurement,CC006,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00531,EMP-0042,Developer,2024-04-22,26.4,96.03,2535.19,PO-01110,16.9,1622.91,MATCHED,0.0,IT,CC004,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00532,EMP-0024,Analyst,2024-12-23,21.2,75.2,1594.24,PO-01145,29.5,2218.4,PARTIAL,-8.3,IT,CC001,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00533,EMP-0037,Manager,2024-08-12,41.8,56.07,2343.73,PO-01163,42.6,2388.58,MATCHED,0.0,Finance,CC006,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00534,EMP-0011,Engineer,2024-01-29,34.1,117.55,4008.45,PO-01023,39.7,4666.74,PARTIAL,-5.6,Sales,CC004,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00535,EMP-0028,Manager,2024-09-30,36.3,43.13,1565.62,PO-01120,27.8,1199.01,OVER_CLAIMED,8.5,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00536,EMP-0030,Engineer,2024-03-04,36.3,31.94,1159.42,PO-01200,39.3,1255.24,MATCHED,0.0,Procurement,CC006,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00537,EMP-0025,Analyst,2024-07-08,42.2,63.14,2664.51,PO-01003,38.1,2405.63,PARTIAL,4.1,Operations,CC003,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00538,EMP-0035,Developer,2024-07-08,23.8,106.28,2529.46,PO-01168,25.5,2710.14,MATCHED,0.0,Procurement,CC002,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00539,EMP-0037,Consultant,2024-12-09,40.5,112.91,4572.85,PO-01049,48.4,5464.84,OVER_CLAIMED,-7.9,Operations,CC002,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00540,EMP-0050,Consultant,2024-05-13,24.5,27.49,673.5,PO-01139,26.5,728.49,MATCHED,0.0,HR,CC001,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00541,EMP-0020,Consultant,2024-05-20,41.8,113.2,4731.76,PO-01109,45.0,5094.0,MATCHED,0.0,HR,CC002,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00542,EMP-0008,Developer,2024-04-01,39.3,27.59,1084.29,PO-01007,46.9,1293.97,UNMATCHED,-7.6,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00543,EMP-0014,Developer,2024-11-25,25.2,29.68,747.94,PO-01152,24.0,712.32,MATCHED,0.0,Finance,CC001,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00544,EMP-0049,Consultant,2024-03-18,32.7,79.94,2614.04,PO-01031,33.0,2638.02,MATCHED,0.0,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00545,EMP-0006,Engineer,2024-09-23,29.0,119.56,3467.24,PO-01093,27.3,3263.99,MATCHED,0.0,IT,CC003,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00546,EMP-0026,Analyst,2024-08-12,22.8,68.41,1559.75,PO-01091,12.9,882.49,UNMATCHED,9.9,HR,CC003,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00547,EMP-0006,Coordinator,2024-01-29,30.9,105.54,3261.19,PO-01165,26.9,2839.03,OVER_CLAIMED,4.0,IT,CC004,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00548,EMP-0003,Consultant,2024-01-08,43.8,51.1,2238.18,PO-01064,46.7,2386.37,MATCHED,0.0,Operations,CC005,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00549,EMP-0004,Engineer,2024-01-01,23.2,39.8,923.36,PO-01054,27.1,1078.58,MATCHED,0.0,Procurement,CC006,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00550,EMP-0012,Engineer,2024-05-06,29.3,64.41,1887.21,PO-01039,22.4,1442.78,MATCHED,0.0,Procurement,CC006,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00551,EMP-0032,Consultant,2024-03-18,29.1,112.87,3284.52,PO-01079,34.8,3927.88,MATCHED,0.0,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00552,EMP-0022,Analyst,2024-06-10,42.7,50.19,2143.11,PO-01121,39.1,1962.43,MATCHED,0.0,Finance,CC006,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00553,EMP-0047,Engineer,2024-03-04,42.8,29.42,1259.18,PO-01044,40.3,1185.63,PARTIAL,2.5,Operations,CC001,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00554,EMP-0008,Developer,2024-01-01,28.7,46.16,1324.79,PO-01119,27.1,1250.94,MATCHED,0.0,IT,CC005,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00555,EMP-0031,Developer,2024-07-15,23.4,82.31,1926.05,PO-01066,26.1,2148.29,MATCHED,0.0,Operations,CC003,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00556,EMP-0031,Developer,2024-10-21,33.5,115.91,3882.98,PO-01192,36.9,4277.08,MATCHED,0.0,Sales,CC002,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00557,EMP-0043,Analyst,2024-02-26,25.5,37.33,951.91,PO-01191,34.3,1280.42,MATCHED,0.0,Finance,CC006,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00558,EMP-0012,Coordinator,2024-06-24,27.1,83.43,2260.95,PO-01169,22.1,1843.8,MATCHED,0.0,HR,CC003,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00559,EMP-0018,Consultant,2024-11-11,44.3,88.49,3920.11,PO-01084,44.7,3955.5,PARTIAL,-0.4,IT,CC003,MS-SQL-SERVER,ORACLE-GL,2024-11
